minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
195,1,2015,1000,Group Legal Insurance,Personal Services,Managing Director,Grants Revenue Fund
250,2,2015,631750,Professional Consult/spec Services,Purchase of Services,Managing Director,Grants Revenue Fund
285,2,2015,105000,Rents,Purchase of Services,Managing Director,Grants Revenue Fund
290,2,2015,287352,Payments for Care of Individuals,Purchase of Services,Managing Director,Grants Revenue Fund
299,2,2015,1987427,Other Expenses (not Othrwse Clssfd),Purchase of Services,Managing Director,Grants Revenue Fund
320,3,2015,103853,Office Materials and Supplies,Materials and Supplies,Managing Director,Grants Revenue Fund
399,3,2015,106725,Other Materials and Supplies (noc),Materials and Supplies,Managing Director,Grants Revenue Fund
430,4,2015,53856,Furniture and Furnishings,Equipment,Managing Director,Grants Revenue Fund
499,4,2015,72192,Other Equipment (noc),Equipment,Managing Director,Grants Revenue Fund
105,1,2015,1160590,Perm Full Time-uniform,Personal Services,Police,Grants Revenue Fund
110,1,2015,36393,Uniform Stress Pay,Personal Services,Police,Grants Revenue Fund
161,1,2015,855676,Overtime Civilian,Personal Services,Police,Grants Revenue Fund
165,1,2015,4488075,Overtime Shift Uniform,Personal Services,Police,Grants Revenue Fund
175,1,2015,30000,Holiday Pay-annual,Personal Services,Police,Grants Revenue Fund
187,1,2015,83186,Worker's Comp-disability Comp,Personal Services,Police,Grants Revenue Fund
189,1,2015,14771,Medicare Tax,Personal Services,Police,Grants Revenue Fund
191,1,2015,117222,Pension,Personal Services,Police,Grants Revenue Fund
192,1,2015,1600,FICA Taxes,Personal Services,Police,Grants Revenue Fund
193,1,2015,252091,Medical Health & Welfare Credit,Personal Services,Police,Grants Revenue Fund
194,1,2015,1994,Group Life Insurance,Personal Services,Police,Grants Revenue Fund
195,1,2015,5776,Group Legal Insurance,Personal Services,Police,Grants Revenue Fund
250,2,2015,5163334,Professional Consult/spec Services,Purchase of Services,Police,Grants Revenue Fund
251,2,2015,1136936,Information Technology-prof Service,Purchase of Services,Police,Grants Revenue Fund
308,3,2015,500000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Police,Grants Revenue Fund
320,3,2015,4455161,Office Materials and Supplies,Materials and Supplies,Police,Grants Revenue Fund
417,4,2015,73053,Hospital and Laboratory,Equipment,Police,Grants Revenue Fund
420,4,2015,6491227,Office Equipment,Equipment,Police,Grants Revenue Fund
427,4,2015,1100000,Computer Equipment & Peripherals,Equipment,Police,Grants Revenue Fund
101,1,2015,1260111,Perm Full Time-civilian,Personal Services,Streets,Grants Revenue Fund
299,2,2015,25449000,Other Expenses (not Othrwse Clssfd),Purchase of Services,Streets,Grants Revenue Fund
399,3,2015,1804000,Other Materials and Supplies (noc),Materials and Supplies,Streets,Grants Revenue Fund
499,4,2015,2305000,Other Equipment (noc),Equipment,Streets,Grants Revenue Fund
101,1,2015,345000,Perm Full Time-civilian,Personal Services,Fire,Grants Revenue Fund
105,1,2015,11650000,Perm Full Time-uniform,Personal Services,Fire,Grants Revenue Fund
187,1,2015,5498,Worker's Comp-disability Comp,Personal Services,Fire,Grants Revenue Fund
189,1,2015,3100,Medicare Tax,Personal Services,Fire,Grants Revenue Fund
190,1,2015,8949,Pension-obligation Bond Payments,Personal Services,Fire,Grants Revenue Fund
191,1,2015,34035,Pension,Personal Services,Fire,Grants Revenue Fund
192,1,2015,10000,FICA Taxes,Personal Services,Fire,Grants Revenue Fund
193,1,2015,33268,Medical Health & Welfare Credit,Personal Services,Fire,Grants Revenue Fund
194,1,2015,550,Group Life Insurance,Personal Services,Fire,Grants Revenue Fund
195,1,2015,600,Group Legal Insurance,Personal Services,Fire,Grants Revenue Fund
299,2,2015,1590480,Other Expenses (not Othrwse Clssfd),Purchase of Services,Fire,Grants Revenue Fund
399,3,2015,1357813,Other Materials and Supplies (noc),Materials and Supplies,Fire,Grants Revenue Fund
499,4,2015,425000,Other Equipment (noc),Equipment,Fire,Grants Revenue Fund
101,1,2015,11466476,Perm Full Time-civilian,Personal Services,Health,Grants Revenue Fund
186,1,2015,1730,Flex Cash,Personal Services,Health,Grants Revenue Fund
187,1,2015,175682,Worker's Comp-disability Comp,Personal Services,Health,Grants Revenue Fund
188,1,2015,1418,Worker's Comp-medical,Personal Services,Health,Grants Revenue Fund
189,1,2015,177324,Medicare Tax,Personal Services,Health,Grants Revenue Fund
190,1,2015,260179,Pension-obligation Bond Payments,Personal Services,Health,Grants Revenue Fund
191,1,2015,1494130,Pension,Personal Services,Health,Grants Revenue Fund
192,1,2015,531984,FICA Taxes,Personal Services,Health,Grants Revenue Fund
193,1,2015,1628964,Medical Health & Welfare Credit,Personal Services,Health,Grants Revenue Fund
194,1,2015,16622,Group Life Insurance,Personal Services,Health,Grants Revenue Fund
195,1,2015,23676,Group Legal Insurance,Personal Services,Health,Grants Revenue Fund
299,2,2015,61182597,Other Expenses (not Othrwse Clssfd),Purchase of Services,Health,Grants Revenue Fund
399,3,2015,1225620,Other Materials and Supplies (noc),Materials and Supplies,Health,Grants Revenue Fund
499,4,2015,595840,Other Equipment (noc),Equipment,Health,Grants Revenue Fund
801,8,2015,732415,Payments to General Fund,Payments to Other Funds,Health,Grants Revenue Fund
101,1,2015,14282040,Perm Full Time-civilian,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
186,1,2015,2881,Flex Cash,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
187,1,2015,206468,Worker's Comp-disability Comp,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
189,1,2015,144317,Medicare Tax,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
190,1,2015,600046,Pension-obligation Bond Payments,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
191,1,2015,3682178,Pension,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
192,1,2015,484223,FICA Taxes,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
193,1,2015,2185816,Medical Health & Welfare Credit,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
194,1,2015,29589,Group Life Insurance,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
195,1,2015,21831,Group Legal Insurance,Personal Services,Office of Bh/mr Services,Grants Revenue Fund
284,2,2015,1539600,Ground and Building Rental,Purchase of Services,Office of Bh/mr Services,Grants Revenue Fund
299,2,2015,231259028,Other Expenses (not Othrwse Clssfd),Purchase of Services,Office of Bh/mr Services,Grants Revenue Fund
399,3,2015,221250,Other Materials and Supplies (noc),Materials and Supplies,Office of Bh/mr Services,Grants Revenue Fund
499,4,2015,135940,Other Equipment (noc),Equipment,Office of Bh/mr Services,Grants Revenue Fund
801,8,2015,71411,Payments to General Fund,Payments to Other Funds,Office of Bh/mr Services,Grants Revenue Fund
101,1,2015,2352225,Perm Full Time-civilian,Personal Services,Recreation,Grants Revenue Fund
121,1,2015,140411,Temporary Seasonal,Personal Services,Recreation,Grants Revenue Fund
187,1,2015,89774,Worker's Comp-disability Comp,Personal Services,Recreation,Grants Revenue Fund
189,1,2015,29849,Medicare Tax,Personal Services,Recreation,Grants Revenue Fund
190,1,2015,21397,Pension-obligation Bond Payments,Personal Services,Recreation,Grants Revenue Fund
191,1,2015,98837,Pension,Personal Services,Recreation,Grants Revenue Fund
192,1,2015,123376,FICA Taxes,Personal Services,Recreation,Grants Revenue Fund
193,1,2015,83921,Medical Health & Welfare Credit,Personal Services,Recreation,Grants Revenue Fund
194,1,2015,1333,Group Life Insurance,Personal Services,Recreation,Grants Revenue Fund
195,1,2015,976,Group Legal Insurance,Personal Services,Recreation,Grants Revenue Fund
299,2,2015,1841812,Other Expenses (not Othrwse Clssfd),Purchase of Services,Recreation,Grants Revenue Fund
399,3,2015,6260692,Other Materials and Supplies (noc),Materials and Supplies,Recreation,Grants Revenue Fund
499,4,2015,55000,Other Equipment (noc),Equipment,Recreation,Grants Revenue Fund
100,1,2015,3348563,Salary Control,Personal Services,Human Services,Grants Revenue Fund
101,1,2015,63196854,Perm Full Time-civilian,Personal Services,Human Services,Grants Revenue Fund
161,1,2015,8245697,Overtime Civilian,Personal Services,Human Services,Grants Revenue Fund
171,1,2015,234140,"Holiday ""g""(2/3 Shifts)",Personal Services,Human Services,Grants Revenue Fund
181,1,2015,105478,Shift,Personal Services,Human Services,Grants Revenue Fund
187,1,2015,1121380,Worker's Comp-disability Comp,Personal Services,Human Services,Grants Revenue Fund
189,1,2015,706753,Medicare Tax,Personal Services,Human Services,Grants Revenue Fund
190,1,2015,2524187,Pension-obligation Bond Payments,Personal Services,Human Services,Grants Revenue Fund
191,1,2015,16488884,Pension,Personal Services,Human Services,Grants Revenue Fund
192,1,2015,2060178,FICA Taxes,Personal Services,Human Services,Grants Revenue Fund
193,1,2015,14903783,Medical Health & Welfare Credit,Personal Services,Human Services,Grants Revenue Fund
194,1,2015,233903,Group Life Insurance,Personal Services,Human Services,Grants Revenue Fund
195,1,2015,226941,Group Legal Insurance,Personal Services,Human Services,Grants Revenue Fund
205,2,2015,37767,Refuse/garbage/silt/sludge Removal,Purchase of Services,Human Services,Grants Revenue Fund
250,2,2015,62681750,Professional Consult/spec Services,Purchase of Services,Human Services,Grants Revenue Fund
284,2,2015,1829614,Ground and Building Rental,Purchase of Services,Human Services,Grants Revenue Fund
290,2,2015,171106331,Payments for Care of Individuals,Purchase of Services,Human Services,Grants Revenue Fund
299,2,2015,208005532,Other Expenses (not Othrwse Clssfd),Purchase of Services,Human Services,Grants Revenue Fund
313,3,2015,224650,Food,Materials and Supplies,Human Services,Grants Revenue Fund
328,3,2015,250,Motor Vehicle Parts and Accessories,Materials and Supplies,Human Services,Grants Revenue Fund
399,3,2015,1201557,Other Materials and Supplies (noc),Materials and Supplies,Human Services,Grants Revenue Fund
499,4,2015,627848,Other Equipment (noc),Equipment,Human Services,Grants Revenue Fund
299,2,2015,30000,Other Expenses (not Othrwse Clssfd),Purchase of Services,Prisons,Grants Revenue Fund
101,1,2015,598320,Perm Full Time-civilian,Personal Services,Office of Supportive Housing,Grants Revenue Fund
250,2,2015,46419917,Professional Consult/spec Services,Purchase of Services,Office of Supportive Housing,Grants Revenue Fund
313,3,2015,1206293,Food,Materials and Supplies,Office of Supportive Housing,Grants Revenue Fund
262,2,2015,4500000,Demolition of Buildings,Purchase of Services,Licenses & Inspections,Grants Revenue Fund
999,9,2015,200000311,Standby Authorizations,Advances & Other Misc Payments,Director of Finance,Grants Revenue Fund
250,2,2015,21150000,Professional Consult/spec Services,Purchase of Services,Revenue,Grants Revenue Fund
101,1,2015,34814,Perm Full Time-civilian,Personal Services,Commerce,Grants Revenue Fund
299,2,2015,12539502,Other Expenses (not Othrwse Clssfd),Purchase of Services,Commerce,Grants Revenue Fund
101,1,2015,125000,Perm Full Time-civilian,Personal Services,Mayor's Office of Transportation,Grants Revenue Fund
299,2,2015,1016224,Other Expenses (not Othrwse Clssfd),Purchase of Services,Mayor's Office of Transportation,Grants Revenue Fund
399,3,2015,2310,Other Materials and Supplies (noc),Materials and Supplies,Mayor's Office of Transportation,Grants Revenue Fund
299,2,2015,13884,Other Expenses (not Othrwse Clssfd),Purchase of Services,Mayor-office of the Inspector General,Grants Revenue Fund
101,1,2015,88680,Perm Full Time-civilian,Personal Services,City Planning Commission,Grants Revenue Fund
187,1,2015,1774,Worker's Comp-disability Comp,Personal Services,City Planning Commission,Grants Revenue Fund
189,1,2015,1303,Medicare Tax,Personal Services,City Planning Commission,Grants Revenue Fund
191,1,2015,7075,Pension,Personal Services,City Planning Commission,Grants Revenue Fund
192,1,2015,4725,FICA Taxes,Personal Services,City Planning Commission,Grants Revenue Fund
193,1,2015,16875,Medical Health & Welfare Credit,Personal Services,City Planning Commission,Grants Revenue Fund
194,1,2015,87,Group Life Insurance,Personal Services,City Planning Commission,Grants Revenue Fund
195,1,2015,228,Group Legal Insurance,Personal Services,City Planning Commission,Grants Revenue Fund
250,2,2015,490508,Professional Consult/spec Services,Purchase of Services,City Planning Commission,Grants Revenue Fund
801,8,2015,318,Payments to General Fund,Payments to Other Funds,City Planning Commission,Grants Revenue Fund
100,1,2015,117918,Salary Control,Personal Services,Free Library,Grants Revenue Fund
101,1,2015,1222920,Perm Full Time-civilian,Personal Services,Free Library,Grants Revenue Fund
111,1,2015,46908,Perm Part Time,Personal Services,Free Library,Grants Revenue Fund
121,1,2015,74124,Temporary Seasonal,Personal Services,Free Library,Grants Revenue Fund
161,1,2015,64964,Overtime Civilian,Personal Services,Free Library,Grants Revenue Fund
181,1,2015,1415,Shift,Personal Services,Free Library,Grants Revenue Fund
187,1,2015,8417,Worker's Comp-disability Comp,Personal Services,Free Library,Grants Revenue Fund
189,1,2015,4633,Medicare Tax,Personal Services,Free Library,Grants Revenue Fund
190,1,2015,11644,Pension-obligation Bond Payments,Personal Services,Free Library,Grants Revenue Fund
191,1,2015,40860,Pension,Personal Services,Free Library,Grants Revenue Fund
192,1,2015,12686,FICA Taxes,Personal Services,Free Library,Grants Revenue Fund
193,1,2015,52889,Medical Health & Welfare Credit,Personal Services,Free Library,Grants Revenue Fund
194,1,2015,515,Group Life Insurance,Personal Services,Free Library,Grants Revenue Fund
195,1,2015,858,Group Legal Insurance,Personal Services,Free Library,Grants Revenue Fund
250,2,2015,3544688,Professional Consult/spec Services,Purchase of Services,Free Library,Grants Revenue Fund
306,3,2015,1729107,Library Materials,Materials and Supplies,Free Library,Grants Revenue Fund
320,3,2015,1421340,Office Materials and Supplies,Materials and Supplies,Free Library,Grants Revenue Fund
420,4,2015,167575,Office Equipment,Equipment,Free Library,Grants Revenue Fund
299,2,2015,169999,Other Expenses (not Othrwse Clssfd),Purchase of Services,City Controller,Grants Revenue Fund
399,3,2015,50000,Other Materials and Supplies (noc),Materials and Supplies,City Controller,Grants Revenue Fund
499,4,2015,30000,Other Equipment (noc),Equipment,City Controller,Grants Revenue Fund
101,1,2015,15120000,Perm Full Time-civilian,Personal Services,District Attorney,Grants Revenue Fund
193,1,2015,654000,Medical Health & Welfare Credit,Personal Services,District Attorney,Grants Revenue Fund
299,2,2015,1736412,Other Expenses (not Othrwse Clssfd),Purchase of Services,District Attorney,Grants Revenue Fund
399,3,2015,31000,Other Materials and Supplies (noc),Materials and Supplies,District Attorney,Grants Revenue Fund
499,4,2015,103000,Other Equipment (noc),Equipment,District Attorney,Grants Revenue Fund
101,1,2015,100000,Perm Full Time-civilian,Personal Services,City Commissioners,Grants Revenue Fund
299,2,2015,600000,Other Expenses (not Othrwse Clssfd),Purchase of Services,City Commissioners,Grants Revenue Fund
399,3,2015,100000,Other Materials and Supplies (noc),Materials and Supplies,City Commissioners,Grants Revenue Fund
499,4,2015,100000,Other Equipment (noc),Equipment,City Commissioners,Grants Revenue Fund
101,1,2015,25251079,Perm Full Time-civilian,Personal Services,1st Judicial District,Grants Revenue Fund
187,1,2015,587077,Worker's Comp-disability Comp,Personal Services,1st Judicial District,Grants Revenue Fund
189,1,2015,505177,Medicare Tax,Personal Services,1st Judicial District,Grants Revenue Fund
190,1,2015,1084348,Pension-obligation Bond Payments,Personal Services,1st Judicial District,Grants Revenue Fund
191,1,2015,4134803,Pension,Personal Services,1st Judicial District,Grants Revenue Fund
192,1,2015,1802614,FICA Taxes,Personal Services,1st Judicial District,Grants Revenue Fund
193,1,2015,5555737,Medical Health & Welfare Credit,Personal Services,1st Judicial District,Grants Revenue Fund
194,1,2015,137493,Group Life Insurance,Personal Services,1st Judicial District,Grants Revenue Fund
195,1,2015,138593,Group Legal Insurance,Personal Services,1st Judicial District,Grants Revenue Fund
299,2,2015,8845627,Other Expenses (not Othrwse Clssfd),Purchase of Services,1st Judicial District,Grants Revenue Fund
399,3,2015,489397,Other Materials and Supplies (noc),Materials and Supplies,1st Judicial District,Grants Revenue Fund
499,4,2015,301491,Other Equipment (noc),Equipment,1st Judicial District,Grants Revenue Fund
101,1,2015,333070,Perm Full Time-civilian,Personal Services,Office of Innovation & Technology,Airport Operating Fund
209,2,2015,826000,Telephone,Purchase of Services,Office of Innovation & Technology,Airport Operating Fund
216,2,2015,265750,Commercial Off-shelf Comp Software,Purchase of Services,Office of Innovation & Technology,Airport Operating Fund
251,2,2015,5361923,Information Technology-prof Service,Purchase of Services,Office of Innovation & Technology,Airport Operating Fund
266,2,2015,1162344,Maint/support-computr Hardware/soft,Purchase of Services,Office of Innovation & Technology,Airport Operating Fund
427,4,2015,715000,Computer Equipment & Peripherals,Equipment,Office of Innovation & Technology,Airport Operating Fund
100,1,2015,312000,Salary Control,Personal Services,Police,Airport Operating Fund
101,1,2015,425200,Perm Full Time-civilian,Personal Services,Police,Airport Operating Fund
105,1,2015,10379702,Perm Full Time-uniform,Personal Services,Police,Airport Operating Fund
110,1,2015,801194,Uniform Stress Pay,Personal Services,Police,Airport Operating Fund
152,1,2015,66764,Uniform Iod Pay (heart & Lung),Personal Services,Police,Airport Operating Fund
161,1,2015,18555,Overtime Civilian,Personal Services,Police,Airport Operating Fund
165,1,2015,2242152,Overtime Shift Uniform,Personal Services,Police,Airport Operating Fund
171,1,2015,15400,"Holiday ""g""(2/3 Shifts)",Personal Services,Police,Airport Operating Fund
175,1,2015,413635,Holiday Pay-annual,Personal Services,Police,Airport Operating Fund
181,1,2015,4751,Shift,Personal Services,Police,Airport Operating Fund
201,2,2015,77500,Cleaning and Laundering,Purchase of Services,Police,Airport Operating Fund
308,3,2015,77500,Dry Goods/notions/wearing Apparel,Materials and Supplies,Police,Airport Operating Fund
100,1,2015,100000,Salary Control,Personal Services,Fire,Airport Operating Fund
105,1,2015,4586366,Perm Full Time-uniform,Personal Services,Fire,Airport Operating Fund
107,1,2015,327000,Fire out of Class Prem(2hr Dif),Personal Services,Fire,Airport Operating Fund
165,1,2015,1200000,Overtime Shift Uniform,Personal Services,Fire,Airport Operating Fund
175,1,2015,350000,Holiday Pay-annual,Personal Services,Fire,Airport Operating Fund
250,2,2015,15000,Professional Consult/spec Services,Purchase of Services,Fire,Airport Operating Fund
308,3,2015,71000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Fire,Airport Operating Fund
311,3,2015,500,General Equipment and Machinery,Materials and Supplies,Fire,Airport Operating Fund
317,3,2015,13500,Hospital and Laboratory,Materials and Supplies,Fire,Airport Operating Fund
412,4,2015,40000,Fire Fighting and Emergency,Equipment,Fire,Airport Operating Fund
803,8,2015,23000,Payments to Water Fund,Payments to Other Funds,Fire,Airport Operating Fund
220,2,2015,20000000,Electric Current-structures/streets,Purchase of Services,Public Property,Airport Operating Fund
221,2,2015,6900000,Gas Services,Purchase of Services,Public Property,Airport Operating Fund
100,1,2015,15407,Salary Control,Personal Services,Fleet Management,Airport Operating Fund
101,1,2015,1056238,Perm Full Time-civilian,Personal Services,Fleet Management,Airport Operating Fund
161,1,2015,193115,Overtime Civilian,Personal Services,Fleet Management,Airport Operating Fund
171,1,2015,12149,"Holiday ""g""(2/3 Shifts)",Personal Services,Fleet Management,Airport Operating Fund
181,1,2015,5749,Shift,Personal Services,Fleet Management,Airport Operating Fund
201,2,2015,8000,Cleaning and Laundering,Purchase of Services,Fleet Management,Airport Operating Fund
202,2,2015,10000,Janitorial Services,Purchase of Services,Fleet Management,Airport Operating Fund
210,2,2015,100,Postage,Purchase of Services,Fleet Management,Airport Operating Fund
211,2,2015,500,Transportation,Purchase of Services,Fleet Management,Airport Operating Fund
215,2,2015,5000,Licenses Permits Inspection Charges,Purchase of Services,Fleet Management,Airport Operating Fund
250,2,2015,5000,Professional Consult/spec Services,Purchase of Services,Fleet Management,Airport Operating Fund
251,2,2015,48000,Information Technology-prof Service,Purchase of Services,Fleet Management,Airport Operating Fund
255,2,2015,500,Dues,Purchase of Services,Fleet Management,Airport Operating Fund
256,2,2015,1000,Seminar and Training Sessions,Purchase of Services,Fleet Management,Airport Operating Fund
260,2,2015,499900,Repair and Maintenance Charges,Purchase of Services,Fleet Management,Airport Operating Fund
280,2,2015,2000,Insurance and Official Bonds,Purchase of Services,Fleet Management,Airport Operating Fund
285,2,2015,5600,Rents,Purchase of Services,Fleet Management,Airport Operating Fund
286,2,2015,2400,Rental of Parking Spaces,Purchase of Services,Fleet Management,Airport Operating Fund
304,3,2015,2000,Books and Other Publications,Materials and Supplies,Fleet Management,Airport Operating Fund
305,3,2015,3000,Building and Construction,Materials and Supplies,Fleet Management,Airport Operating Fund
307,3,2015,5000,Chemicals and Gases,Materials and Supplies,Fleet Management,Airport Operating Fund
308,3,2015,3500,Dry Goods/notions/wearing Apparel,Materials and Supplies,Fleet Management,Airport Operating Fund
310,3,2015,4000,Electrical and Communication,Materials and Supplies,Fleet Management,Airport Operating Fund
311,3,2015,5000,General Equipment and Machinery,Materials and Supplies,Fleet Management,Airport Operating Fund
312,3,2015,2000,Fire Fighting and Safety,Materials and Supplies,Fleet Management,Airport Operating Fund
313,3,2015,500,Food,Materials and Supplies,Fleet Management,Airport Operating Fund
316,3,2015,10000,General Hardware and Minor Tools,Materials and Supplies,Fleet Management,Airport Operating Fund
317,3,2015,1000,Hospital and Laboratory,Materials and Supplies,Fleet Management,Airport Operating Fund
318,3,2015,1000,"Janitorial, Laundry and Household",Materials and Supplies,Fleet Management,Airport Operating Fund
322,3,2015,20000,Small Power Tools and Hand Tools,Materials and Supplies,Fleet Management,Airport Operating Fund
328,3,2015,632600,Motor Vehicle Parts and Accessories,Materials and Supplies,Fleet Management,Airport Operating Fund
335,3,2015,22000,Lubricants,Materials and Supplies,Fleet Management,Airport Operating Fund
340,3,2015,271400,#2 Diesel Fuel,Materials and Supplies,Fleet Management,Airport Operating Fund
345,3,2015,270000,Gasoline,Materials and Supplies,Fleet Management,Airport Operating Fund
411,4,2015,20000,General Equipment and Machinery,Equipment,Fleet Management,Airport Operating Fund
418,4,2015,7000,Janitorial and Laundry,Equipment,Fleet Management,Airport Operating Fund
420,4,2015,3000,Office Equipment,Equipment,Fleet Management,Airport Operating Fund
423,4,2015,2000,Plumbing/air Conditioning/space Htg,Equipment,Fleet Management,Airport Operating Fund
428,4,2015,5000000,Vehicles -- Motor and Motorless,Equipment,Fleet Management,Airport Operating Fund
430,4,2015,8000,Furniture and Furnishings,Equipment,Fleet Management,Airport Operating Fund
186,1,2015,30000,Flex Cash,Personal Services,Finance - Employee Benefits,Airport Operating Fund
187,1,2015,750000,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,Airport Operating Fund
188,1,2015,725000,Worker's Comp-medical,Personal Services,Finance - Employee Benefits,Airport Operating Fund
189,1,2015,925000,Medicare Tax,Personal Services,Finance - Employee Benefits,Airport Operating Fund
190,1,2015,5800000,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,Airport Operating Fund
191,1,2015,22700000,Pension,Personal Services,Finance - Employee Benefits,Airport Operating Fund
192,1,2015,2650000,FICA Taxes,Personal Services,Finance - Employee Benefits,Airport Operating Fund
193,1,2015,18278607,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,Airport Operating Fund
194,1,2015,130000,Group Life Insurance,Personal Services,Finance - Employee Benefits,Airport Operating Fund
195,1,2015,190000,Group Legal Insurance,Personal Services,Finance - Employee Benefits,Airport Operating Fund
196,1,2015,250000,Unemployment Comp Insurance,Personal Services,Finance - Employee Benefits,Airport Operating Fund
197,1,2015,20000,Auto Mechanic Tool Insurance,Personal Services,Finance - Employee Benefits,Airport Operating Fund
280,2,2015,4146000,Insurance and Official Bonds,Purchase of Services,Director of Finance,Airport Operating Fund
513,5,2015,2512000,Indemnities-interdepartmental Trans,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,Airport Operating Fund
999,9,2015,5102314,Standby Authorizations,Advances & Other Misc Payments,Director of Finance,Airport Operating Fund
701,7,2015,77781357,Interest on City Debt -- Long-term,Debt Service,Sinking Fund Commission,Airport Operating Fund
702,7,2015,66608000,Principal Payments on City Debt-l/t,Debt Service,Sinking Fund Commission,Airport Operating Fund
705,7,2015,4574000,Commitment Fee Expense,Debt Service,Sinking Fund Commission,Airport Operating Fund
706,7,2015,500000,Arbitrage Payments,Debt Service,Sinking Fund Commission,Airport Operating Fund
100,1,2015,200000,Salary Control,Personal Services,Commerce,Airport Operating Fund
101,1,2015,33646666,Perm Full Time-civilian,Personal Services,Commerce,Airport Operating Fund
109,1,2015,150000,Plus/minus Gross Adj,Personal Services,Commerce,Airport Operating Fund
111,1,2015,20000,Perm Part Time,Personal Services,Commerce,Airport Operating Fund
121,1,2015,800000,Temporary Seasonal,Personal Services,Commerce,Airport Operating Fund
161,1,2015,6750000,Overtime Civilian,Personal Services,Commerce,Airport Operating Fund
171,1,2015,750000,"Holiday ""g""(2/3 Shifts)",Personal Services,Commerce,Airport Operating Fund
181,1,2015,300000,Shift,Personal Services,Commerce,Airport Operating Fund
202,2,2015,125000,Janitorial Services,Purchase of Services,Commerce,Airport Operating Fund
205,2,2015,500000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Commerce,Airport Operating Fund
209,2,2015,90000,Telephone,Purchase of Services,Commerce,Airport Operating Fund
210,2,2015,35000,Postage,Purchase of Services,Commerce,Airport Operating Fund
211,2,2015,135000,Transportation,Purchase of Services,Commerce,Airport Operating Fund
215,2,2015,90000,Licenses Permits Inspection Charges,Purchase of Services,Commerce,Airport Operating Fund
216,2,2015,190000,Commercial Off-shelf Comp Software,Purchase of Services,Commerce,Airport Operating Fund
220,2,2015,7000,Electric Current-structures/streets,Purchase of Services,Commerce,Airport Operating Fund
230,2,2015,60000,Meals-non-travel & Officl Entertain,Purchase of Services,Commerce,Airport Operating Fund
231,2,2015,32000,Overtime Meals,Purchase of Services,Commerce,Airport Operating Fund
240,2,2015,1130000,Advertising/promotional Activities,Purchase of Services,Commerce,Airport Operating Fund
250,2,2015,25760000,Professional Consult/spec Services,Purchase of Services,Commerce,Airport Operating Fund
251,2,2015,1226000,Information Technology-prof Service,Purchase of Services,Commerce,Airport Operating Fund
252,2,2015,2150000,Accounting and Auditing Services,Purchase of Services,Commerce,Airport Operating Fund
253,2,2015,950000,Legal Services,Purchase of Services,Commerce,Airport Operating Fund
254,2,2015,203000,Mental Health & Retardation Service,Purchase of Services,Commerce,Airport Operating Fund
255,2,2015,270000,Dues,Purchase of Services,Commerce,Airport Operating Fund
256,2,2015,150000,Seminar and Training Sessions,Purchase of Services,Commerce,Airport Operating Fund
257,2,2015,8200000,Architectural & Engineering Srvcs,Purchase of Services,Commerce,Airport Operating Fund
258,2,2015,2000,Court Reporters,Purchase of Services,Commerce,Airport Operating Fund
260,2,2015,20420000,Repair and Maintenance Charges,Purchase of Services,Commerce,Airport Operating Fund
261,2,2015,1200000,Repaving Repairing & Resurf Streets,Purchase of Services,Commerce,Airport Operating Fund
266,2,2015,335000,Maint/support-computr Hardware/soft,Purchase of Services,Commerce,Airport Operating Fund
284,2,2015,807000,Ground and Building Rental,Purchase of Services,Commerce,Airport Operating Fund
285,2,2015,22500000,Rents,Purchase of Services,Commerce,Airport Operating Fund
301,3,2015,3000,Agricultural and Botanical,Materials and Supplies,Commerce,Airport Operating Fund
302,3,2015,5000,"Animal, Livestock and Marine Life",Materials and Supplies,Commerce,Airport Operating Fund
304,3,2015,60000,Books and Other Publications,Materials and Supplies,Commerce,Airport Operating Fund
305,3,2015,640000,Building and Construction,Materials and Supplies,Commerce,Airport Operating Fund
307,3,2015,1185000,Chemicals and Gases,Materials and Supplies,Commerce,Airport Operating Fund
308,3,2015,325000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Commerce,Airport Operating Fund
310,3,2015,2000000,Electrical and Communication,Materials and Supplies,Commerce,Airport Operating Fund
311,3,2015,100000,General Equipment and Machinery,Materials and Supplies,Commerce,Airport Operating Fund
312,3,2015,150000,Fire Fighting and Safety,Materials and Supplies,Commerce,Airport Operating Fund
313,3,2015,5000,Food,Materials and Supplies,Commerce,Airport Operating Fund
